Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sponge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Gold
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moss Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Diamond
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Melon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Emerald
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hay Bale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Invar Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Signalum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lumium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enderium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyanite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blutonium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ludicrite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dried Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Siltstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Siltstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flesh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Loamy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Loamy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Sandy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silty Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Silty Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dead Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Flower Stem
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Biome Essence Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celestial Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Amethyst Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Amethyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ruby Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ruby
appliedenergistics2:item.ItemFacade:0, Cable Facade - Peridot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Peridot
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topaz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Topaz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tanzanite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tanzanite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Malachite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Malachite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sapphire Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sapphire
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amber Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Amber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crag Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hive Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Filled Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Thatching
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block Update Detector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Edged Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-infused Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Unstable Ingot Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone (Alternate)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magical Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond-Etched Computational Matrix
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-Sand Alloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved 'Eminence' Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.extrautils:pureLove.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bedrockium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Orange Frequency)
